id,constant,position,translate
46,indexAccountsText.account_condition_2,Кредитное плечо:,杠杆作用
47,indexAccountsText.account_condition_3,Моментальное исполнение,即时执行
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,加密货币和金属交易
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,Pamm  - 账户投资
50,indexAccountsText.account_condition_6,Отсутствие свопа,没有交换
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,指数和etf交易
52,indexAccountsText.account_condition_8,Страхование депозитов,存款保险
53,indexAccountsText.account_condition_9,Персональный менеджер,个人管家
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,打开个人pamm账户
53,indexAccountsText.account_condition_11,Защита депозитов,保护存款
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,24小时个人支持
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,最近的经济新闻
1.7. Виджеты,,,
56,indexWidgetText.h2,Главный заголовок раздела,基本图形和分析
57,indexWidgetText.text|dot,Подзаголовок для раздела виджеты ,访问有关市场的图形数据，贸易仪器，引用动态。
58,indexWidgetText.item1.title,Advanced Real-Time Chart Widget,实时图
59,indexWidgetText.item1.text|dot,Описание,实时改变各种贸易仪器的报价
60,indexWidgetText.item2.title,Technical Analysis Widget,技术分析
61,indexWidgetText.item2.text|dot,Описание,金融工具分析的技术指标评级
62,indexWidgetText.item3.title,Market Overview Widget,市场概况
63,indexWidgetText.item3.text|dot,Описание,金融市场的一般分析及其当前国家的分析评估
64,indexWidgetText.item4.title,Market Data Widget,市场数据
65,indexWidgetText.item4.text|dot,Описание,世界市场动态和趋势的详细概述，开盘价，高，低等等
66,indexWidgetText.item5.title,Stock Market Widget,股市
67,indexWidgetText.item5.text|dot,Описание,有关最有利可图的公司股票价值的增长和下降的信息
68,indexWidgetText.item6.title,Economic Calendar Widget,经济日历
69,indexWidgetText.item6.text|dot,Описание,关于重要未来经济新闻和活动的信息
70,indexWidgetText.item7.title,Ticker Widget,关于报价的数据
71,indexWidgetText.item7.text|dot,Описание,金融工具价格及其当前指标的日常变化
72,indexWidgetText.item8.title,Ticker Tape Widget,报价动态
73,indexWidgetText.item8.text|dot,Описание,有关各交易仪器引文变化的数据
74,indexWidgetText.item9.title,Single Ticker Widget,交易仪器
75,indexWidgetText.item9.text|dot,Описание,关于所选交易仪器价格变化的基本信息
76,indexWidgetText.item10.title,Mini Chart Widget,交易仪器的迷你图表
77,indexWidgetText.item10.text|dot,Описание,价格，其百分比变化，所选仪器的紧凑型和可理解的图表
78,indexWidgetText.item11.title,Symbol Overview Widget,仪器概述
79,indexWidgetText.item11.text|dot,Описание,更新的引号，一个股票的简单图表和基本基本数据
80,indexWidgetText.item12.title,Symbol Info Widget,有关仪器的信息
81,indexWidgetText.item12.text|dot,Описание,基本信息以方便的格式，显示公司报告和报价的变化
82,indexWidgetText.item13.title,Forex Cross Rates Widget,交叉货币汇率
83,indexWidgetText.item13.text|dot,Описание,显示与其他货币相关的所选货币的实时报价
84,indexWidgetText.item14.title,Forex Heat Map Widget,货币热量图
85,indexWidgetText.item14.text|dot,Описание,外汇市场活动概述，实时识别强大和弱币
86,indexWidgetText.item15.title,Screener widget,股票概述
87,indexWidgetText.item15.text|dot,Описание,使用基本数据和各种技术指标的高效股票选择
88,indexWidgetText.item16.title,Cryptocurrency Market Widget,加密货币市场概述
89,indexWidgetText.item16.text|dot,Описание,有关收盘价的信息，总和可用的硬币数量，卷和价格变化的百分比
90,indexWidgetText.item17.title,Fundamental Data Widget,基本指标
91,indexWidgetText.item17.text|dot,Описание,评估公司当前状态的数据
92,indexWidgetText.item18.title,Company Profile Widget,公司简介
93,indexWidgetText.item18.text|dot,Описание,公司描述，以及主要类别 - 部门和行业
94,indexWidgetText.item19.title,Timeline Widget,市场历史
95,indexWidgetText.item19.text|dot,Описание,流行国际公司，加密货币和其他资产的主要事件
96,indexWidgetText.item2.title,Available Markets for Widgets,金融工具的分析
97,indexWidgetText.item2.text|dot,Описание,有关平台各种交易仪器的可用图表的信息
1.8. Вопрос - Ответ,,,
98,indexFaqText.h2,Заголовок,本节提出了常见问题解答的答案
99,indexFaqText.item1.title,Вопрос 1,我不知道如何使用交易平台。我该怎么办？
100,indexFaqText.item1.text|dot,Ответ 1,在我们的网站上，有一个有视频课程的部分，以熟悉交易的基本原则和平台的功能
101,indexFaqText.item2.title,Вопрос 2,如何在平台上开个帐户？
102,indexFaqText.item2.text|dot,Ответ 2,通过简单的注册程序，通过电子邮件确认您的帐户，您将自动提供帐户
103,indexFaqText.item3.title,Вопрос 3,交易提供哪些贸易仪器？
104,indexFaqText.item3.text|dot,Ответ 3,我们提供超过200个交易仪器的访问权限，您可以在特殊部分中熟悉自己
105,indexFaqText.item4.title,Вопрос 4,如果我没有机会投资大笔资金怎么办？
106,indexFaqText.item4.text|dot,Ответ 4,许多贸易仪器不需要大量投资，我们的平台还提供了申请杠杆的机会
107,indexFaqText.item5.title,Вопрос 5 ,哪个关税适合我？
108,indexFaqText.item5.text|dot,Ответ 5,每个关税都专为不同类别的用户设计，研究了关于相应部分中关税的信息，并选择合适的信息
109,indexFaqText.item6.title,Вопрос 6,什么是经纪人的帐户以及它如何工作？
110,indexFaqText.item6.text|dot,Ответ 6,经纪人的账户允许您在证券交易所购买和销售证券，货币或其他投资工具
111,indexFaqText.item7.title,Вопрос 7,什么是保证金交易？
112,indexFaqText.item7.text|dot,Ответ 7,保证金贷款减少了对自由现金的需求 - 您申请杠杆，并可以与您拥有的数量更大的数量交易
113,indexFaqText.item8.title,Вопрос 8,什么是使用保证金交易？
114,indexFaqText.item8.text|dot,Ответ 8,利润贷款利用允许您在市场日益增长时以及市场落下时增加利润
115,indexFaqText.item9.title,Вопрос 9,什么是保证金电话？
116,indexFaqText.item9.text|dot,Ответ 9,这是关于账户上缺乏资金的警告，进一步保留市场上的公开职位
117,indexFaqText.item10.title,Вопрос 10,是否有可能在夜间提交申请？
118,indexFaqText.item10.text|dot,Ответ 10,是的，您有这样的机会，因为我们的平台每天24小时交易
119,indexFaqText.item11.title,Вопрос 11,是否有可能在您的平台上使用分析仪器？
120,indexFaqText.item11.text|dot,Ответ 11,这必须进行才能进行有利可图的交易，我们的平台提供广泛的图形，技术，基本，因素分析
121,indexFaqText.item12.title,Вопрос 12,你提供多少关税？
122,indexFaqText.item12.text|dot,Ответ 12,我们的平台为各种投资目的提供了三类关税和初始资本的规模
123,indexFaqText.item13.title,Вопрос 13,你在哪里获得关于引号的数据？
124,indexFaqText.item13.text|dot,Ответ 13,我们从官方来源发布数据 - 大型国际金融公司
125,indexFaqText.item14.title,Вопрос 14,有滑动的机会吗？
126,indexFaqText.item14.text|dot,Ответ 14,我们的服务器提供即时执行订单和最小价格滑动概率
127,indexFaqText.item15.title,Вопрос 15,谁规范了公司的活动？
128,indexFaqText.item15.text|dot,Ответ 15,信誉良好的国际金融监管机构，您可以在专业部门学习的列表
129,indexFaqText.item16.title,Вопрос 16,什么是投资多样化？
130,indexFaqText.item16.text|dot,Ответ 16,这是一项投资策略，商人在投资组合中获得各类资产
131,indexFaqText.item17.title,Вопрос 17,没有投资加密充电？
132,indexFaqText.item17.text|dot,Ответ 17,随着我们平台上呈现的分析仪器的正确使用，投资风险很小
133,indexFaqText.item18.title,Вопрос 18,如果我在一天的稍后时间有关于交易的问题怎么办？
134,indexFaqText.item18.text|dot,Ответ 18,我们的支持团队致力于每天24小时解决您的任何问题
135,indexFaqText.item19.title,Вопрос 19,我可能不明白如何在平台上进行交易吗？
136,indexFaqText.item19.text|dot,Ответ 19,我们的界面可访问和直观对任何用户，我们还具有培训视频和支持服务
137,indexFaqText.item20.title,Вопрос 20,什么是交易者的计算器？
138,indexFaqText.item20.text|dot,Ответ 20,这是一个非常有用的仪器，特别是对于新手交易者，允许您计算交易委员会和其完成的可用资金金额
139,indexFaqText.item21.title,Вопрос 21 ,我不明白股票和股票指数之间的差异，我该怎么办？
140,indexFaqText.item21.text|dot,Ответ 21,研究相关部分中市场的描述：主要区别是指数是一套不同公司的一定的属性
141,indexFaqText.item22.title,Вопрос 22,什么是非交付合同？
142,indexFaqText.item22.text|dot,Ответ 22,这些是为您提供拥有一定数量的资产的权利的合同，但并不意味着其身体交付
143,indexFaqText.item23.title,Вопрос 23,为什么有些市场在有限的时间内提供？
144,indexFaqText.item23.text|dot,Ответ 23,因为不同的交易平台受不同的时区不同国家和全球金融组织的管制
145,indexFaqText.item24.title,Вопрос 24,什么是图表？
146,indexFaqText.item24.text|dot,Ответ 24,进行交易工具的图解分析和投资的可行性
147,indexFaqText.item25.title,Вопрос 25,我能赚钱吗？
148,indexFaqText.item25.text|dot,Ответ 25,我们的用户总共赚取数百万，当然您将成功，您只需要了解基本概念
149,indexFaqText.item26.title,Вопрос 26,如何选择大量的交易仪器？
150,indexFaqText.item26.text|dot,Ответ 26,这很简单：取得交易仪器的访问不同的关税，具体取决于您的经验
151,indexFaqText.item27.title,Вопрос 27,哪种贸易仪器最容易投资？
152,indexFaqText.item27.text|dot,Ответ 27,没有简单的，但新手投资者最可达的是货币和股票索引
153,indexFaqText.item28.title,Вопрос 28,为什么金属用于长期投资？
154,indexFaqText.item28.text|dot,Ответ 28,首先，在环境因素的影响下，它们不会恶化，并且是耐用的，因此他们的价格具有稳定的积极增长
155,indexFaqText.item29.title,Вопрос 29,季节性如何影响商品市场？
156,indexFaqText.item29.text|dot,Ответ 29,各类资产的生产直接取决于天气状况，这就是为什么对商品市场的因素分析如此重要
157,indexFaqText.item30.title,Вопрос 30,为什么货币分为基本和异国情调？
158,indexFaqText.item30.text|dot,Ответ 30,主要货币是大国相对于彼此的货币，异国情调是小国相对于主要货币或彼此的货币
1.9. Call to action,,,
159,indexCtaText.h2,Заголовок,立即开始赚钱
1.10. Обучение,,,
160,indexStudyText.h2,Главный заголовок раздела,投资指南Company Name
161,indexStudyText.text|dot,Подзаголовок раздела обучение,探索熟悉平台功能的视频说明
162,indexStudyText.item1.title,Блок обучения 1,接待和关税选择
163,indexStudyText.item1.text|dot,Описание блока обучения 1,签出您需要选择的主要关税计划和标准。
164,indexStudyText.item2.title,Блок обучения 2,主要交易工具
165,indexStudyText.item2.text|dot,Описание блока обучения 2,获取有关投资工具类型的信息，其差异和投资方法。
166,indexStudyText.item3.title,Блок обучения 3,使用信用肩
167,indexStudyText.item3.text|dot,Описание блока обучения 3,精华，设计条件，运营原则和贷款肩部的需求。
168,indexStudyText.item4.title,Блок обучения 4,投资CryptoColutu
169,indexStudyText.item4.text|dot,Описание блока обучения 4,有关最具活力和流行的交易工具之一的有用信息。
170,indexStudyText.item5.title,Блок обучения 5,交易分析
171,indexStudyText.item5.text|dot,Описание блока обучения 5,作为对因素，市场，引用动态的分析，季节性影响您的利润来自交易。
1.11. Форма,,,
172,indexFormText.h2,Заголовок ,用户注册
173,indexFormText.text|dot,Подзаголовок формы,通过电子邮件填写用户数据，帐户确认。
1.12. Инструменты,,,
174,indexInstrumentsText.h2,Заголовок ,交易仪表评论
175,indexInstrumentsText.text|dot,Подзаголовок,关于投资仪器的引文动态和基本数据的图形显示
1.13. Показатели,,,
176,indexIndicatorsText.h2,Заголовок,基本指标
177,indexIndicatorsText.text|dot,Подзаголовок,用于评估市场中公司当前状态的基本数据
1.14. Счетчики,,,
178,indexCountersText.h2,Заголовок,在平台上交易
179,indexCountersText.text|dot,Подзаголовок,网站流量，用户数量，每日交易和交易量
1.15. Обратная связь,,,
180,indexCallbackText.h2,Заголовок ,在线顾问
181,indexCallbackText.text1|dot,Подзаголовок ,准备回答你所有的问题
182,indexCallbackText.text2|dot,Описание,在时钟周围对您感兴趣的任何问题进行咨询服务
1.16. Документы,,,
183,indexDocumentsText.h2,Заголовок,有关公司的信息
184,indexDocumentsText.text|dot,Подзаголовок,关于公司的基本数据，在经纪市场中规范其活动的文件
1.17. Платформа ,,,
185,indexPlatformText.h2,Заголовок,来自世界任何地方的贸易金融市场
186,indexPlatformText.text|dot,Описание,Company Name平台是最好的开发人员和金融专家的乐器。它包含最具创新功能，有效和成功的交易。足够稳定的互联网连接可以访问市场上最先进的交易平台。
1.18. Футер,,,
56,footerContent,Футер текст,Company Name注册：法国，Ile-de-France，Line A，Marne-La-Vallee Chessie Station。该公司的活动是按照欧洲证券市场监督管理局（牌照号码：096/08），澳大利亚证券和投资委员会（ASIC）（19-365MR）和英国的金融监管机构的要求进行的活动（FCA）FRN：584283。
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,投资最佳交易平台！
58,marketsHeaderText.text|dot,Подзаголовок,Company Name平台上最相关的投资工具
59,commonMarketsText.title_graph,Загловок торгового графика,交易仪表图表
60,commonMarketsText.title_table,Заголовок таблицы инструментов,仪器表
61,commonMarketsText.footnote,Часы работы рынков,* UTC +0表示打开和关闭时间
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,货币
63,marketsListText.market1.text|dot,Подзаголовок,贸易货币免费汇率
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,贵金属
65,marketsListText.market2.text|dot,Подзаголовок,获得保护资产以最大限度地减少风险
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,证券
67,marketsListText.market3.text|dot,Подзаголовок,投资有利可图的公司或初创公司
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,商品
69,marketsListText.market4.text|dot,Подзаголовок,赚取不同类别的商品价格的差异
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,指数
71,marketsListText.market5.text|dot,Подзаголовок,通过购买指标使您的投资组合多样化
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,加密货币市场
73,marketsListText.market6.text|dot,Подзаголовок,分析数字货币市场的趋势，赚取价格差异
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,货币
75,forexHeaderText.text|dot,Подзаголовок,对外汇市场的流动投资
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,可用性
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,少量投资足以在货币市场上进行交易
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,工作日程
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,Company Name平台每天提供24小时的交易
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,杠杆作用
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,交易者有机会以有利的条件申请杠杆
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,市场的盈利能力
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,高速交易确保对外汇市场投资的流动性
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,外汇市场
85,forexAssetsText.text|dot,Подзаголовок,它是交易最多的液体和可用的投资工具之一
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,贵金属
87,metalsHeaderText.text|dot,Подзаголовок,保护资产作为投资组合的一部分
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,低波动性
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,贵金属市场价格稳定的积极趋势
90,metalsProfitsText.profit2.title,Преимущество №2. Заголовок.,期货合约
91,metalsProfitsText.profit2.text|dot,Преимущество №2. Описание.,它们是金属市场上有利可图的投资工具
92,metalsProfitsText.profit3.title,Преимущество №3. Заголовок.,投资流动性
93,metalsProfitsText.profit3.text|dot,Преимущество №3. Описание.,贵金属是投资需求资产
94,metalsProfitsText.profit4.title,Преимущество №4. Заголовок.,战略多样性
95,metalsProfitsText.profit4.text|dot,Преимущество №4. Описание.,金属可以在短期和长期内交易
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,贵金属市场
97,metalsAssetsText.text|dot,Подзаголовок,贵金属市场上最受欢迎的战略是投资组合的多样化战略
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,证券
99,stocksHeaderText.text|dot,Подзаголовок,库存是最有利可图的投资工具之一
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,一个经济实惠的市场
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,Company Name为用户提供投资使用微岩的机会。
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,投资分配
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,广泛的各种公司的股票可以多样化投资组合
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,投资回报
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,大型国际盈利公司的股票具有高流动性
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,低入阈值
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,证券市场交易可用于小额投资
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,证券市场
109,stocksAssetsText.text|dot,Подзаголовок,交易员通过改变各公司股票的价值来赚钱
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,商品
111,commoditiesHeaderText.text|dot,Подзаголовок,对可销售农业和能源商品的投资
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,投资回报
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,最流动性的资产类别销售在商品交换中
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,风险管理
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,通货膨胀的增加对报价的变化没有负面影响
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,非交付合同
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,CFD合约用于商品交换，以赚钱的价格差异
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,变化性
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,Company Name平台提供各种不同的商品类别
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,商品市场
121,commoditiesAssetsText.text|dot,Подзаголовок,能源，商品，农业和林业产业的产品在商品市场上流传
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,指数
123,indicesHeaderText.text|dot,Подзаголовок,在行业中购买一套最有利可图的公司
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,盈利能力
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,该指数包括具有日益增长的趋势的液体股
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,有利的条件
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,减少Company Name平台上的交易费用和流行股票索引
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,保护投资
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,库存指数用于交易长期投资
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,分析潜力
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,指数用于分析市场或行业情况
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,库存指数市场
133,indicesAssetsText.text|dot,Подзаголовок,如果股票价值下降，它们被排除在库存指数之外，并用更有利可图的股票代替
2.8. Криптовалюты,,,
2.8.1. Посадочный экран,,,
134,cryptoHeaderText.title,Заголовок,加密货币交换
135,cryptoHeaderText.text|dot,Подзаголовок,有利可图的动态数字货币市场交易
136,cryptoProfitsText.profit1.title,Преимущество №1. Заголовок.,减少佣金
137,cryptoProfitsText.profit1.text|dot,Преимущество №1. Описание.,加密货和不受国家监管，并没有征税
138,cryptoProfitsText.profit2.title,Преимущество №2. Заголовок.,舒适的投资
139,cryptoProfitsText.profit2.text|dot,Преимущество №2. Описание.,在Company Name平台上交易Cryptocurler不需要复杂的验证
140,cryptoProfitsText.profit3.title,Преимущество №3. Заголовок.,杠杆作用
141,cryptoProfitsText.profit3.text|dot,Преимущество №3. Описание.,在加密货币市场上交易小额投资规模的可能性
142,cryptoProfitsText.profit4.title,Преимущество №4. Заголовок.,一个大范围
143,cryptoProfitsText.profit4.text|dot,Преимущество №4. Описание.,Company Name平台为投资提供了大量资产
2.8.2. Описание рынка,,,
144,cryptoAssetsText.title,Заголовок,加密货币市场
145,cryptoAssetsText.text|dot,Подзаголовок,市场参与者的个人数据被安全地保护，无法跟踪交易的移动
3. Торговые условия,,,
3.1. Посадочный экран,,,
146,tradingHeaderText.title,Заголовок,熟悉基本的交易概念
147,tradingHeaderText.text|dot,Подзаголовок,本节提供有关以下定义的信息：杠杆，批量，保证金呼叫，传播等
3.2. Калькулятор трейдера,,,
148,tradingCalculatorText.title,Заголовок,交易员的计算器
149,tradingCalculatorText.text|dot,Подзаголовок,规划交易时有用的仪器
3.3. Расчетные данные,,,
150,estimationText.offer_1,Инструмент,"工具 <div class=""description"">指示从列表中选择的金融工具</div>"
151,estimationText.offer_2,Цена открытия,"价格 <div class=""description"">指示打开和关闭订单的估计价格，以找出订单的可能结果</div>"
152,estimationText.offer_3,Объем сделки,"交易量<div class=""description"">指示确切的交易量</div>"
153,estimationText.offer_4,"Своп, в пунктах","以點為單位<div class=""description"">根据卖出价和买价之间的差自动计算</div>"
154,estimationText.offer_5,"Своп, в USD","掉期 以USD <div class=""description"">根据夜间转移头寸的费用自动计算</div>"
155,estimationText.offer_6,Маржа в USD,"保证金<div class=""description"">指示的数据是交易所需的免费存款的最小金额</div>"
156,estimationText.offer_7,Прибыль в USD,"利润 <div class=""description"">根据输入的参数显示可能的利润</div>"
3.4. Пример расчета,,,
157,estimationText.h2,Заголовок,工作原则
158,estimationText.ul_title,Подзаголовок,初始数据
159,estimationText.li_1,Данные №1,仪器
160,estimationText.li_2,Данные №2,开盘价
161,estimationText.li_3,Данные №3,体积
162,estimationText.li_4,Данные №4,分布在点
163,estimationText.li_5,Данные №5,交换usd
164,estimationText.li_6,Данные №6,利润
165,estimationText.li_7,Данные №7,利润
4. О компании,,,
4.1. О компании + Показатели,,,
166,aboutHeaderText.title,Слоган-заголовок,在Company Name平台上赚取更多！
167,aboutHeaderText.text|dot,Подзаголовок,使用有利可图的投资策略和最佳分析仪器
168,aboutCounterText.counter1.title,Показатель №1,<span class='indicator-number_1' data-indicator-number='37459'>0</span>
169,aboutCounterText.counter1.text,Текст показателя №1,平台上的贸易商
170,aboutCounterText.counter2.title,Показатель №2,<span class='indicator-number_2' data-indicator-number='298560'>0</span>
171,aboutCounterText.counter2.text,Текст показателя №2,日订单
172,aboutCounterText.counter3.title,Показатель №3,<span class='indicator-number_3' data-indicator-number='235'>0</span>+
173,aboutCounterText.counter3.text,Текст показателя №3,交易仪器
174,aboutCounterText.counter4.title,Показатель №4,<span class='indicator-number_4' data-indicator-number='258'>0</span>
175,aboutCounterText.counter4.text,Текст показателя №4,每天百万美元
176,aboutCounterText.counter5.title,Показатель №5,<span class='indicator-number_5' data-indicator-number='4'>0</span>
177,aboutCounterText.counter5.text,Текст показателя №5,经纪市场上的多年
4.2. Вы в центре всего,,,
178,aboutConditionsText.title,Заголовок,你的理想经纪人是Company Name
179,aboutConditionsText.text|dot,Подзаголовок,成功交易的最佳交易条款
4.3. Цели и задачи компании,,,
180,aboutGoalsText.h2,Общий заголовок,我们的目标
181,aboutGoalsText.goal1.title,Заголовок №1,目标№1
182,aboutGoalsText.goal1.text|dot,Описание заголовка №1,到2022年底，将每日营业额增加25％
183,aboutGoalsText.goal2.title,Заголовок №2,目标№2
184,aboutGoalsText.goal2.text|dot,Описание заголовка №2,"吸引15,000个活动用户到平台"
4.4. Больше возможностей для трейдинга,,,
185,aboutQualityText.title,Заголовок №1,广泛的投资机会
186,aboutQualityText.text,Описание заголовка №1,Company Name平台上有超过200个交易仪器
4.5. Наша история,,,
187,aboutHistoryText.h2,Общий заголовок,历史
188,aboutHistoryText.year1.title,2018 год. Заголовок,道路的开始
189,aboutHistoryText.year1.text|dot,2018 год. Описание,2019年初，我们开设了我们的第一届办公室，并收到了经纪人的活动的许可证
190,aboutHistoryText.year2.title,2019 год. Заголовок,第一步
