id,constant,position,translate
40,indexAccountsText.account1.text|dot,Подзаголовок для аккаунта №1,Acceso a los principales instrumentos comerciales en la plataforma.
41,indexAccountsText.account2.title,Аккаунт №2,Advanced
42,indexAccountsText.account2.text|dot,Подзаголовок для аккаунта №2,Funcionalidad completa y estadísticas de la dinámica del mercado.
43,indexAccountsText.account3.title,Аккаунт №3,Premium
44,indexAccountsText.account3.text|dot,Подзаголовок для аккаунта №3,Servicio VIP y términos comerciales favorables.
45,indexAccountsText.account_condition_1,Минимальный депозит:,Depósito mínimo
46,indexAccountsText.account_condition_2,Кредитное плечо:,Aprovechar
47,indexAccountsText.account_condition_3,Моментальное исполнение,Ejecución instantanea
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,Cryptocurrencies y metales trading
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,Pamm - cuentas inversionante
50,indexAccountsText.account_condition_6,Отсутствие свопа,No hay intercambio
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,Índice y etf trading
52,indexAccountsText.account_condition_8,Страхование депозитов,Seguro de depósito
53,indexAccountsText.account_condition_9,Персональный менеджер,Gerente de personal
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,Apertura de una cuenta pamm personal
53,indexAccountsText.account_condition_11,Защита депозитов,Protección de los depósitos
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,Soporte personal las 24 horas
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,Noticias económicas recientes
1.7. Виджеты,,,
56,indexWidgetText.h2,Главный заголовок раздела,Gráficos básicos y analíticos
57,indexWidgetText.text|dot,Подзаголовок для раздела виджеты ,"Obtenga acceso a los datos gráficos sobre el mercado, los instrumentos de negociación, la dinámica de cotización."
58,indexWidgetText.item1.title,Advanced Real-Time Chart Widget,Gráfico en tiempo real
59,indexWidgetText.item1.text|dot,Описание,Cambio de cotizaciones para varios instrumentos comerciales en tiempo real.
60,indexWidgetText.item2.title,Technical Analysis Widget,Análisis técnico
61,indexWidgetText.item2.text|dot,Описание,Calificaciones de indicadores técnicos para el análisis de instrumentos financieros.
62,indexWidgetText.item3.title,Market Overview Widget,Visión general del mercado
63,indexWidgetText.item3.text|dot,Описание,Análisis general de los mercados financieros y la evaluación analítica de su estado actual.
64,indexWidgetText.item4.title,Market Data Widget,Datos del mercado
65,indexWidgetText.item4.text|dot,Описание,"Una descripción detallada de la dinámica y las tendencias de los mercados mundiales, los precios de apertura, lo alto, lo bajo y más"
66,indexWidgetText.item5.title,Stock Market Widget,Bolsa de Valores
67,indexWidgetText.item5.text|dot,Описание,Información sobre el crecimiento y disminución del valor de las existencias de las empresas más rentables.
68,indexWidgetText.item6.title,Economic Calendar Widget,Calendario económico
69,indexWidgetText.item6.text|dot,Описание,Información sobre importantes noticias y eventos económicos futuros.
70,indexWidgetText.item7.title,Ticker Widget,Datos sobre cotizaciones
71,indexWidgetText.item7.text|dot,Описание,Cambios diarios en los precios de los instrumentos financieros y sus indicadores actuales.
72,indexWidgetText.item8.title,Ticker Tape Widget,La dinámica de las cotizaciones
73,indexWidgetText.item8.text|dot,Описание,Datos sobre los cambios en las cotizaciones para diversos instrumentos comerciales.
74,indexWidgetText.item9.title,Single Ticker Widget,Instrumento comercial
75,indexWidgetText.item9.text|dot,Описание,Información básica sobre los cambios de precios para el instrumento comercial seleccionado.
76,indexWidgetText.item10.title,Mini Chart Widget,Mini-carta del instrumento comercial
77,indexWidgetText.item10.text|dot,Описание,"El precio, su porcentaje de cambio, un gráfico compacto y comprensible para el instrumento seleccionado."
78,indexWidgetText.item11.title,Symbol Overview Widget,Descripción general del instrumento
79,indexWidgetText.item11.text|dot,Описание,"Cotizaciones actualizadas, un gráfico simple y datos fundamentales básicos para una acción"
80,indexWidgetText.item12.title,Symbol Info Widget,Información sobre el instrumento
81,indexWidgetText.item12.text|dot,Описание,"Información básica en un formato conveniente, mostrando informes de la empresa y cambios en las cotizaciones."
82,indexWidgetText.item13.title,Forex Cross Rates Widget,Tasas de cambio cruzado
83,indexWidgetText.item13.text|dot,Описание,Visualización de comillas en tiempo real de monedas seleccionadas en relación con otras monedas
84,indexWidgetText.item14.title,Forex Heat Map Widget,Mapa de calor de las monedas
85,indexWidgetText.item14.text|dot,Описание,"Descripción general de la actividad del mercado de Forex, identificación de moneda fuerte y débil en tiempo real"
86,indexWidgetText.item15.title,Screener widget,Resumen
87,indexWidgetText.item15.text|dot,Описание,Selección de stock eficiente utilizando datos fundamentales y valores de diversos indicadores técnicos.
88,indexWidgetText.item16.title,Cryptocurrency Market Widget,Descripción general del mercado de criptocurrencias
89,indexWidgetText.item16.text|dot,Описание,"Información sobre el precio de cierre, el número total y disponible de monedas, volúmenes y porcentajes de cambios de precios."
90,indexWidgetText.item17.title,Fundamental Data Widget,Indicadores fundamentales
91,indexWidgetText.item17.text|dot,Описание,Datos para evaluar el estado actual de la empresa.
92,indexWidgetText.item18.title,Company Profile Widget,Perfil de la compañía
93,indexWidgetText.item18.text|dot,Описание,"Descripción de la empresa, así como las principales categorías: sectores e industrias."
94,indexWidgetText.item19.title,Timeline Widget,Historia de los mercados
95,indexWidgetText.item19.text|dot,Описание,"Eventos clave de las empresas internacionales populares, criptecurencias y otros activos."
96,indexWidgetText.item2.title,Available Markets for Widgets,Análisis de instrumentos financieros
97,indexWidgetText.item2.text|dot,Описание,Información sobre gráficos disponibles para varios instrumentos comerciales en la plataforma.
1.8. Вопрос - Ответ,,,
98,indexFaqText.h2,Заголовок,Esta sección presenta respuestas a preguntas frecuentes
99,indexFaqText.item1.title,Вопрос 1,No sé cómo usar la plataforma de negociación. ¿Qué tengo que hacer?
100,indexFaqText.item1.text|dot,Ответ 1,En nuestro sitio web hay una sección con lecciones de video para familiarizarse con los principios básicos de negociación y la funcionalidad de la plataforma.
101,indexFaqText.item2.title,Вопрос 2,¿Cómo abro una cuenta en la plataforma?
102,indexFaqText.item2.text|dot,Ответ 2,"Vaya a través de un procedimiento de registro simple, confirme su cuenta por correo electrónico y se le proporcionará una cuenta automáticamente"
103,indexFaqText.item3.title,Вопрос 3,¿Qué instrumentos comerciales están disponibles para el comercio?
104,indexFaqText.item3.text|dot,Ответ 3,"Ofrecemos acceso a más de 200 instrumentos de negociación, que puede familiarizarse con una sección especial."
105,indexFaqText.item4.title,Вопрос 4,¿Qué pasa si no tengo la oportunidad de invertir grandes sumas?
106,indexFaqText.item4.text|dot,Ответ 4,"Muchos instrumentos comerciales no requieren grandes inversiones, y nuestra plataforma también brinda la oportunidad de solicitar el apalancamiento."
107,indexFaqText.item5.title,Вопрос 5 ,¿Qué arancel es correcto para mí?
108,indexFaqText.item5.text|dot,Ответ 5,"Cada tarifa está diseñada para diferentes categorías de usuarios, estudie la información sobre las tarifas en la sección correspondiente y seleccione la apropiada"
109,indexFaqText.item6.title,Вопрос 6,¿Qué es la cuenta de un corredor y cómo funciona?
110,indexFaqText.item6.text|dot,Ответ 6,"La cuenta de un corredor le permite comprar y vender valores, moneda u otros instrumentos de inversión en la bolsa de valores"
111,indexFaqText.item7.title,Вопрос 7,¿Qué es el comercio de margen?
112,indexFaqText.item7.text|dot,Ответ 7,Los préstamos de margen reducen la necesidad de efectivo gratuito: usted solicita el apalancamiento y puede realizar transacciones para cantidades más grandes que las que posee
113,indexFaqText.item8.title,Вопрос 8,¿Para qué se utiliza el comercio de margen?
114,indexFaqText.item8.text|dot,Ответ 8,El uso del préstamo de margen le permite aumentar las ganancias tanto cuando el mercado está creciendo y cuando el mercado está cayendo
115,indexFaqText.item9.title,Вопрос 9,¿Cuál es una llamada de margen?
116,indexFaqText.item9.text|dot,Ответ 9,"Esta es una advertencia sobre la falta de fondos en la cuenta, para una mayor retención de posiciones abiertas en el mercado."
117,indexFaqText.item10.title,Вопрос 10,¿Es posible presentar solicitudes por la noche?
118,indexFaqText.item10.text|dot,Ответ 10,"Sí, tienes tal oportunidad, ya que nuestra plataforma está disponible para negociar las 24 horas del día."
119,indexFaqText.item11.title,Вопрос 11,¿Es posible utilizar instrumentos analíticos en su plataforma?
120,indexFaqText.item11.text|dot,Ответ 11,"Esto debe hacerse para llevar a cabo transacciones rentables, nuestra plataforma ofrece una amplia gama de análisis gráficos, técnicos, fundamentales y factoriales."
121,indexFaqText.item12.title,Вопрос 12,¿Cuántas tarifas ofrecen?
122,indexFaqText.item12.text|dot,Ответ 12,Nuestra plataforma ofrece tres categorías de tarifas para diversos fines de inversión y el tamaño del capital inicial.
123,indexFaqText.item13.title,Вопрос 13,¿De dónde obtiene datos sobre las cotizaciones?
124,indexFaqText.item13.text|dot,Ответ 13,Publicamos datos de fuentes oficiales - grandes compañías financieras internacionales
125,indexFaqText.item14.title,Вопрос 14,¿Hay alguna posibilidad de deslizamiento?
126,indexFaqText.item14.text|dot,Ответ 14,Nuestros servidores proporcionan una ejecución instantánea de pedidos y probabilidad mínima de deslizamiento de precios.
127,indexFaqText.item15.title,Вопрос 15,¿Quién regula las actividades de su empresa?
128,indexFaqText.item15.text|dot,Ответ 15,"Reguladores financieros internacionales de buena reputación, una lista de los cuales puede estudiar en un departamento especializado."
129,indexFaqText.item16.title,Вопрос 16,¿Qué es la diversificación de la inversión?
130,indexFaqText.item16.text|dot,Ответ 16,Esta es una estrategia de inversión en la que un comerciante adquiere varias categorías de activos en una cartera de inversiones
131,indexFaqText.item17.title,Вопрос 17,¿No está invirtiendo en Cryptocurrency Riesgo?
132,indexFaqText.item17.text|dot,Ответ 17,"Con el uso adecuado de los instrumentos analíticos presentados en nuestra plataforma, los riesgos de inversión son mínimos."
133,indexFaqText.item18.title,Вопрос 18,¿Qué sucede si tengo una pregunta sobre el comercio en un momento posterior del día?
134,indexFaqText.item18.text|dot,Ответ 18,Nuestro equipo de apoyo trabaja para resolver cualquiera de sus problemas las 24 horas del día.
135,indexFaqText.item19.title,Вопрос 19,¿Es posible que no entienda cómo comerciar en la plataforma?
136,indexFaqText.item19.text|dot,Ответ 19,"Nuestra interfaz es accesible e intuitiva para cualquier usuario, también tenemos videos de capacitación y un servicio de soporte."
137,indexFaqText.item20.title,Вопрос 20,¿Qué es la calculadora de un comerciante?
138,indexFaqText.item20.text|dot,Ответ 20,"Este es un instrumento muy útil, especialmente para los comerciantes de novatos, que le permite calcular la Comisión sobre una transacción y la cantidad de fondos disponibles para su finalización"
139,indexFaqText.item21.title,Вопрос 21 ,"No entiendo la diferencia entre acciones y índices de stock, ¿qué debo hacer?"
140,indexFaqText.item21.text|dot,Ответ 21,Estudie la descripción de los mercados en la sección correspondiente: la principal diferencia es que los índices son un conjunto de acciones de diferentes compañías unidas por un determinado atributo
141,indexFaqText.item22.title,Вопрос 22,¿Qué son los contratos de no entrega?
142,indexFaqText.item22.text|dot,Ответ 22,"Estos son contratos que le brindan el derecho a poseer una cierta cantidad de un activo, pero no implica su entrega física"
143,indexFaqText.item23.title,Вопрос 23,¿Por qué algunos mercados están disponibles en un tiempo limitado?
144,indexFaqText.item23.text|dot,Ответ 23,Debido a que diferentes plataformas comerciales están reguladas por diferentes países y organizaciones financieras globales en diferentes zonas horarias
145,indexFaqText.item24.title,Вопрос 24,¿Para qué son los gráficos?
146,indexFaqText.item24.text|dot,Ответ 24,Para realizar un análisis gráfico de un instrumento comercial y la viabilidad de invertir en ella.
147,indexFaqText.item25.title,Вопрос 25,¿Podré ganar dinero en el comercio?
148,indexFaqText.item25.text|dot,Ответ 25,"Nuestros usuarios ganan millones en total, por supuesto que tendrá éxito, solo necesitas entender los conceptos básicos."
149,indexFaqText.item26.title,Вопрос 26,¿Cómo elegir una gran cantidad de instrumentos comerciales?
150,indexFaqText.item26.text|dot,Ответ 26,"Es muy simple: el acceso a los instrumentos comerciales difiere en diferentes aranceles, dependiendo de su experiencia."
151,indexFaqText.item27.title,Вопрос 27,¿Qué instrumentos comerciales son los más fáciles de invertir?
152,indexFaqText.item27.text|dot,Ответ 27,"No hay fáciles, pero los más accesibles para los inversores novatos son monedas y índices de valores."
153,indexFaqText.item28.title,Вопрос 28,¿Por qué se utilizan los metales para la inversión a largo plazo?
154,indexFaqText.item28.text|dot,Ответ 28,"En primer lugar, no se deterioran bajo la influencia de los factores ambientales y son duraderos, por lo que sus precios tienen un crecimiento positivo estable."
155,indexFaqText.item29.title,Вопрос 29,¿Cómo afecta la estacionalidad al mercado de productos básicos?
156,indexFaqText.item29.text|dot,Ответ 29,"La producción de varias categorías de activos depende directamente de las condiciones climáticas, por lo que el análisis factorial del mercado de productos es tan importante"
157,indexFaqText.item30.title,Вопрос 30,¿Por qué las monedas se dividen en básico y exótico?
158,indexFaqText.item30.text|dot,Ответ 30,"Las principales monedas son las monedas de los países grandes relativos entre sí, y las exóticas son las monedas de los países pequeños en relación con las principales monedas o entre sí."
1.9. Call to action,,,
159,indexCtaText.h2,Заголовок,Empezar a ganar dinero en este momento
1.10. Обучение,,,
160,indexStudyText.h2,Главный заголовок раздела,Guías de inversión Company Name
161,indexStudyText.text|dot,Подзаголовок раздела обучение,Explore las instrucciones de video para familiarizar con la funcionalidad de la plataforma.
162,indexStudyText.item1.title,Блок обучения 1,Recepción y selección arancelaria
163,indexStudyText.item1.text|dot,Описание блока обучения 1,Echa un vistazo a los principales planes de tarifas y criterios para los cuales necesita elegir.
164,indexStudyText.item2.title,Блок обучения 2,Herramientas comerciales principales
165,indexStudyText.item2.text|dot,Описание блока обучения 2,"Obtenga información sobre los tipos de herramientas de inversión, sus diferencias e métodos de inversión."
166,indexStudyText.item3.title,Блок обучения 3,Uso del hombro de crédito
167,indexStudyText.item3.text|dot,Описание блока обучения 3,"Esencia, condiciones de diseño, principios de operación y la necesidad de un hombro de préstamo."
168,indexStudyText.item4.title,Блок обучения 4,Invertir en Cryptocolutu
169,indexStudyText.item4.text|dot,Описание блока обучения 4,Información útil sobre una de las herramientas de negociación más dinámicas y populares.
170,indexStudyText.item5.title,Блок обучения 5,Analytics en el comercio
171,indexStudyText.item5.text|dot,Описание блока обучения 5,"Como análisis de factores, mercado, dinámica de cotización, estacionalidad afecta a sus beneficios de la negociación."
1.11. Форма,,,
172,indexFormText.h2,Заголовок ,Registro de usuario
173,indexFormText.text|dot,Подзаголовок формы,"Rellenar datos de usuario, confirmación de cuenta por correo electrónico."
1.12. Инструменты,,,
174,indexInstrumentsText.h2,Заголовок ,Revisión de instrumentos comerciales
175,indexInstrumentsText.text|dot,Подзаголовок,Visualización gráfica de la dinámica de las cotizaciones y datos básicos sobre el instrumento de inversión.
1.13. Показатели,,,
176,indexIndicatorsText.h2,Заголовок,Indicadores fundamentales
177,indexIndicatorsText.text|dot,Подзаголовок,Datos básicos utilizados para evaluar el estado actual de la empresa en el mercado.
1.14. Счетчики,,,
178,indexCountersText.h2,Заголовок,Trading en la plataforma
179,indexCountersText.text|dot,Подзаголовок,"Tráfico de sitios web, número de usuarios, comercio diario y volúmenes de negociación"
1.15. Обратная связь,,,
180,indexCallbackText.h2,Заголовок ,Consultor en línea
181,indexCallbackText.text1|dot,Подзаголовок ,Listo para responder a todas sus preguntas.
182,indexCallbackText.text2|dot,Описание,Servicios de consultoría sobre cualquier problema de interés para usted alrededor del reloj
1.16. Документы,,,
183,indexDocumentsText.h2,Заголовок,Información sobre la empresa
184,indexDocumentsText.text|dot,Подзаголовок,"Datos básicos sobre la compañía, documentos que regulan sus actividades en el mercado de corredores."
1.17. Платформа ,,,
185,indexPlatformText.h2,Заголовок,Comercio mercados financieros desde cualquier parte del mundo
186,indexPlatformText.text|dot,Описание,La plataforma Company Name es el instrumento de los mejores desarrolladores y expertos financieros. Contiene las funciones más innovadoras para el comercio efectivo y exitoso. Es suficiente tener una conexión a Internet estable para obtener acceso a la plataforma comercial más avanzada del mercado.
1.18. Футер,,,
56,footerContent,Футер текст,"Company Name está registrado en: Francia, Ile-de-France, Line A, Marne-la-Vallee Chessie Station. Las actividades de la compañía se llevan a cabo de conformidad con los requisitos de la Autoridad Europea de Supervisión de Mercado de Valores (Número de licencia: 096/08), la Comisión de Valores e inversiones australianos (ASIC) (19-365MR) y la Autoridad Reguladora Financiera del Reino Unido. (FCA) FRN: 584283."
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,Inversiones en las mejores plataformas comerciales!
58,marketsHeaderText.text|dot,Подзаголовок,Los instrumentos de inversión más relevantes en la plataforma Company Name
59,commonMarketsText.title_graph,Загловок торгового графика,Tabla de instrumentos comercial
60,commonMarketsText.title_table,Заголовок таблицы инструментов,Mesa de instrumentos
61,commonMarketsText.footnote,Часы работы рынков,* Las horas de apertura y cierre están indicadas por UTC +0
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,Divisa
63,marketsListText.market1.text|dot,Подзаголовок,Moneda comercial a precios gratuitamente
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,Metales preciosos
65,marketsListText.market2.text|dot,Подзаголовок,Adquirir activos de protección para minimizar los riesgos.
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,Valores
67,marketsListText.market3.text|dot,Подзаголовок,Invertir en acciones de empresas rentables o startups.
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,Productos básicos
69,marketsListText.market4.text|dot,Подзаголовок,Gana en la diferencia en los precios de diferentes categorías de productos básicos.
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,Índices
71,marketsListText.market5.text|dot,Подзаголовок,Diversifique su cartera de inversiones comprando índices
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,Mercado de criptomonedas
73,marketsListText.market6.text|dot,Подзаголовок,Analizar las tendencias del mercado monetario digital y ganar la diferencia de precio.
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,Divisa
75,forexHeaderText.text|dot,Подзаголовок,Inversiones líquidas en el mercado de divisas.
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,Disponibilidad
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,Una pequeña cantidad de inversión es suficiente para negociar en el mercado de divisas.
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,Horario de trabajo
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,La plataforma Company Name proporciona 24 horas al día con acceso para negociación.
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,Aprovechar
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,El comerciante tiene la oportunidad de solicitar el apalancamiento en términos favorables.
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,Rentabilidad del mercado
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,La alta velocidad de las transacciones garantiza la liquidez de las inversiones en el mercado de divisas.
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,Mercado de divisas
85,forexAssetsText.text|dot,Подзаголовок,Es uno de los instrumentos de inversión más líquidos y disponibles para el comercio.
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,Metales preciosos
87,metalsHeaderText.text|dot,Подзаголовок,Activos de protección como parte de la cartera de inversiones.
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,Baja volatilidad
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,Los precios en el precioso mercado de metales tienen tendencias positivas estables.
90,metalsProfitsText.profit2.title,Преимущество №2. Заголовок.,Contratos de futuros
91,metalsProfitsText.profit2.text|dot,Преимущество №2. Описание.,Son un instrumento de inversión rentable en el mercado de metales.
92,metalsProfitsText.profit3.title,Преимущество №3. Заголовок.,Liquidez de las inversiones
93,metalsProfitsText.profit3.text|dot,Преимущество №3. Описание.,Los metales preciosos están en los activos de demanda para la inversión.
94,metalsProfitsText.profit4.title,Преимущество №4. Заголовок.,Diversidad estratégica
95,metalsProfitsText.profit4.text|dot,Преимущество №4. Описание.,Los metales se pueden negociar tanto a corto como a largo plazo.
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,Mercado de metales preciosos
97,metalsAssetsText.text|dot,Подзаголовок,La estrategia más popular en el precioso mercado de metales es la estrategia de diversificación de la cartera de inversiones.
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,Valores
99,stocksHeaderText.text|dot,Подзаголовок,Las acciones son uno de los instrumentos de inversión más rentables.
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,Un mercado asequible
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,Company Name proporciona a los usuarios la oportunidad de invertir utilizando microlitos.
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,Distribución de las inversiones
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,Una amplia gama de acciones de varias compañías para diversificar la cartera de inversiones.
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,Retorno de la inversión
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,Las existencias de grandes empresas rentables internacionales tienen alta liquidez.
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,Umbral de entrada bajo
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,El comercio en el mercado de valores está disponible para una pequeña inversión.
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,Mercado de Valores
109,stocksAssetsText.text|dot,Подзаголовок,Los comerciantes ganan dinero cambiando el valor de las existencias de varias compañías
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,Mercancía
111,commoditiesHeaderText.text|dot,Подзаголовок,Inversiones en productos agrícolas y energéticos comercializables.
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,Retorno de la inversión
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,Las categorías de activos más líquidas se venden en el intercambio de productos básicos.
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,Gestión de riesgos
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,El aumento de la inflación no tiene un impacto negativo en el cambio en las cotizaciones.
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,Contratos de no entrega
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,Los contratos de CFD se utilizan en el intercambio de productos básicos para ganar dinero en la diferencia de precio
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,Variabilidad
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,La plataforma Company Name proporciona una amplia selección de diferentes categorías de productos básicos.
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,Mercado de commodities
121,commoditiesAssetsText.text|dot,Подзаголовок,"Los productos de la energía, los productos básicos, las industrias agrícolas y forestales están circulando sobre el mercado de productos básicos."
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,Índices
123,indicesHeaderText.text|dot,Подзаголовок,Compra un conjunto de acciones de las empresas más rentables de la industria.
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,Rentabilidad
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,Los índices incluyen las existencias más líquidas con tendencias en crecimiento.
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,Términos favorables
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Tasas de transacción reducidas y índices de stock populares en la plataforma Company Name
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,Asegurando las inversiones
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,Los índices de valores se utilizan en el comercio para la inversión a largo plazo.
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,Potencial analítico
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,Los índices se utilizan para analizar la situación del mercado o la industria.
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,Mercado de índices de valores
133,indicesAssetsText.text|dot,Подзаголовок,"En caso de una caída en el valor de las acciones, se excluyen de los índices de stock y se reemplazan con más rentables."
2.8. Криптовалюты,,,
